,a,b,c,d,e,f
0,m2,0.990099,s_fed,0.1,effectiveness_dauer_prod,0.10186668460247371
1,m2,0.950099,s_fed,0.1,effectiveness_dauer_prod,0.08329278135843057
2,m2,0.900099,s_fed,0.1,effectiveness_dauer_prod,0.06706576649909186
3,m2,0.8500989999999999,s_fed,0.1,effectiveness_dauer_prod,0.051613620355086806
4,m2,0.800099,s_fed,0.1,effectiveness_dauer_prod,0.04123670391179072
5,m2,0.990099,s_fed,0.2,effectiveness_dauer_prod,0.10742375701619404
6,m2,0.950099,s_fed,0.2,effectiveness_dauer_prod,0.08749020940659694
7,m2,0.900099,s_fed,0.2,effectiveness_dauer_prod,0.07028475790808908
8,m2,0.8500989999999999,s_fed,0.2,effectiveness_dauer_prod,0.056570849907407024
9,m2,0.800099,s_fed,0.2,effectiveness_dauer_prod,0.04340313519707133
10,m2,0.990099,s_fed,0.3,effectiveness_dauer_prod,0.11035671145469836
11,m2,0.950099,s_fed,0.3,effectiveness_dauer_prod,0.08921615278211069
12,m2,0.900099,s_fed,0.3,effectiveness_dauer_prod,0.07071176446735108
13,m2,0.8500989999999999,s_fed,0.3,effectiveness_dauer_prod,0.05914717999984525
14,m2,0.800099,s_fed,0.3,effectiveness_dauer_prod,0.04368642323184323
15,m2,0.990099,s_fed,0.4,effectiveness_dauer_prod,0.11239233213537593
16,m2,0.950099,s_fed,0.4,effectiveness_dauer_prod,0.09175863687617063
17,m2,0.900099,s_fed,0.4,effectiveness_dauer_prod,0.07138967351569378
18,m2,0.8500989999999999,s_fed,0.4,effectiveness_dauer_prod,0.0592018174853561
19,m2,0.800099,s_fed,0.4,effectiveness_dauer_prod,0.04455091551563914
20,m2,0.990099,s_fed,0.5,effectiveness_dauer_prod,0.11083449826599967
21,m2,0.950099,s_fed,0.5,effectiveness_dauer_prod,0.0917141212078674
22,m2,0.900099,s_fed,0.5,effectiveness_dauer_prod,0.07245326075097692
23,m2,0.8500989999999999,s_fed,0.5,effectiveness_dauer_prod,0.058806823974570994
24,m2,0.800099,s_fed,0.5,effectiveness_dauer_prod,0.04493802020442593
25,m2,0.990099,s_fed,0.6,effectiveness_dauer_prod,0.11220803056794795
26,m2,0.950099,s_fed,0.6,effectiveness_dauer_prod,0.09036663030719554
27,m2,0.900099,s_fed,0.6,effectiveness_dauer_prod,0.07191355360561068
28,m2,0.8500989999999999,s_fed,0.6,effectiveness_dauer_prod,0.06027703113988392
29,m2,0.800099,s_fed,0.6,effectiveness_dauer_prod,0.04498279863581018
30,m2,0.990099,s_fed,0.7,effectiveness_dauer_prod,0.10673208196560445
31,m2,0.950099,s_fed,0.7,effectiveness_dauer_prod,0.0894586983028175
32,m2,0.900099,s_fed,0.7,effectiveness_dauer_prod,0.07261039863045812
33,m2,0.8500989999999999,s_fed,0.7,effectiveness_dauer_prod,0.05746140111332818
34,m2,0.800099,s_fed,0.7,effectiveness_dauer_prod,0.045786862835648506
35,m2,0.990099,s_fed,0.8,effectiveness_dauer_prod,0.10298969626318946
36,m2,0.950099,s_fed,0.8,effectiveness_dauer_prod,0.08567463203915116
37,m2,0.900099,s_fed,0.8,effectiveness_dauer_prod,0.07281106908764336
38,m2,0.8500989999999999,s_fed,0.8,effectiveness_dauer_prod,0.05698533274079225
39,m2,0.800099,s_fed,0.8,effectiveness_dauer_prod,0.04731243384896876
40,m2,0.990099,s_fed,0.9,effectiveness_dauer_prod,0.10538829218682685
41,m2,0.950099,s_fed,0.9,effectiveness_dauer_prod,0.08640514155915144
42,m2,0.900099,s_fed,0.9,effectiveness_dauer_prod,0.07126115526322581
43,m2,0.8500989999999999,s_fed,0.9,effectiveness_dauer_prod,0.05757994950551949
44,m2,0.800099,s_fed,0.9,effectiveness_dauer_prod,0.044704453431287046
