,a,b,c,d,e,f
0,m2,0.990099,s_fed,0.1,effectiveness_dauer_prod,0.1511442082390701
1,m2,0.950099,s_fed,0.1,effectiveness_dauer_prod,0.14841183096281926
2,m2,0.900099,s_fed,0.1,effectiveness_dauer_prod,0.13985627962643016
3,m2,0.8500989999999999,s_fed,0.1,effectiveness_dauer_prod,0.12149719778805647
4,m2,0.800099,s_fed,0.1,effectiveness_dauer_prod,0.10114790254900274
5,m2,0.990099,s_fed,0.2,effectiveness_dauer_prod,0.16155155854644987
6,m2,0.950099,s_fed,0.2,effectiveness_dauer_prod,0.15827118276510171
7,m2,0.900099,s_fed,0.2,effectiveness_dauer_prod,0.14796694340136837
8,m2,0.8500989999999999,s_fed,0.2,effectiveness_dauer_prod,0.13297105563496836
9,m2,0.800099,s_fed,0.2,effectiveness_dauer_prod,0.10465864408152109
10,m2,0.990099,s_fed,0.3,effectiveness_dauer_prod,0.1640703680152778
11,m2,0.950099,s_fed,0.3,effectiveness_dauer_prod,0.15979031916729206
12,m2,0.900099,s_fed,0.3,effectiveness_dauer_prod,0.1500765652990194
13,m2,0.8500989999999999,s_fed,0.3,effectiveness_dauer_prod,0.13310012665293053
14,m2,0.800099,s_fed,0.3,effectiveness_dauer_prod,0.10706345976132023
15,m2,0.990099,s_fed,0.4,effectiveness_dauer_prod,0.16667669307690525
16,m2,0.950099,s_fed,0.4,effectiveness_dauer_prod,0.1616631926377773
17,m2,0.900099,s_fed,0.4,effectiveness_dauer_prod,0.14924582446266052
18,m2,0.8500989999999999,s_fed,0.4,effectiveness_dauer_prod,0.1332697164387867
19,m2,0.800099,s_fed,0.4,effectiveness_dauer_prod,0.10130802852873994
20,m2,0.990099,s_fed,0.5,effectiveness_dauer_prod,0.16699362058387535
21,m2,0.950099,s_fed,0.5,effectiveness_dauer_prod,0.16203818815929133
22,m2,0.900099,s_fed,0.5,effectiveness_dauer_prod,0.14877895877053338
23,m2,0.8500989999999999,s_fed,0.5,effectiveness_dauer_prod,0.12929226312250833
24,m2,0.800099,s_fed,0.5,effectiveness_dauer_prod,0.10397610457019257
25,m2,0.990099,s_fed,0.6,effectiveness_dauer_prod,0.16692214338712624
26,m2,0.950099,s_fed,0.6,effectiveness_dauer_prod,0.16210132083645087
27,m2,0.900099,s_fed,0.6,effectiveness_dauer_prod,0.14719038935305034
28,m2,0.8500989999999999,s_fed,0.6,effectiveness_dauer_prod,0.13206008667163502
29,m2,0.800099,s_fed,0.6,effectiveness_dauer_prod,0.10104146979829359
30,m2,0.990099,s_fed,0.7,effectiveness_dauer_prod,0.16579080686726738
31,m2,0.950099,s_fed,0.7,effectiveness_dauer_prod,0.16022047983085577
32,m2,0.900099,s_fed,0.7,effectiveness_dauer_prod,0.14767362733724718
33,m2,0.8500989999999999,s_fed,0.7,effectiveness_dauer_prod,0.12434642755966918
34,m2,0.800099,s_fed,0.7,effectiveness_dauer_prod,0.09566184003531131
35,m2,0.990099,s_fed,0.8,effectiveness_dauer_prod,0.166557717810828
36,m2,0.950099,s_fed,0.8,effectiveness_dauer_prod,0.1598413063355367
37,m2,0.900099,s_fed,0.8,effectiveness_dauer_prod,0.14627265587676028
38,m2,0.8500989999999999,s_fed,0.8,effectiveness_dauer_prod,0.12022266599304662
39,m2,0.800099,s_fed,0.8,effectiveness_dauer_prod,0.09359805498394141
40,m2,0.990099,s_fed,0.9,effectiveness_dauer_prod,0.16785286688634501
41,m2,0.950099,s_fed,0.9,effectiveness_dauer_prod,0.1585168195177509
42,m2,0.900099,s_fed,0.9,effectiveness_dauer_prod,0.14594022580786198
43,m2,0.8500989999999999,s_fed,0.9,effectiveness_dauer_prod,0.11713071990426215
44,m2,0.800099,s_fed,0.9,effectiveness_dauer_prod,0.08653468061105103
