,a,b,c,d,e,f
0,m2,0.990099,s_fed,0.1,effectiveness_dauer_prod,0.04513085111421379
1,m2,0.950099,s_fed,0.1,effectiveness_dauer_prod,0.04859020297389578
2,m2,0.900099,s_fed,0.1,effectiveness_dauer_prod,0.05312835694209217
3,m2,0.8500989999999999,s_fed,0.1,effectiveness_dauer_prod,0.0580600282213348
4,m2,0.800099,s_fed,0.1,effectiveness_dauer_prod,0.06314539607924946
5,m2,0.990099,s_fed,0.2,effectiveness_dauer_prod,0.042085273991115044
6,m2,0.950099,s_fed,0.2,effectiveness_dauer_prod,0.045581651107309114
7,m2,0.900099,s_fed,0.2,effectiveness_dauer_prod,0.05095103649564701
8,m2,0.8500989999999999,s_fed,0.2,effectiveness_dauer_prod,0.05613470953076058
9,m2,0.800099,s_fed,0.2,effectiveness_dauer_prod,0.061468835078180864
10,m2,0.990099,s_fed,0.3,effectiveness_dauer_prod,0.040940387016871575
11,m2,0.950099,s_fed,0.3,effectiveness_dauer_prod,0.04392990662609708
12,m2,0.900099,s_fed,0.3,effectiveness_dauer_prod,0.04950449733417683
13,m2,0.8500989999999999,s_fed,0.3,effectiveness_dauer_prod,0.055488706008470744
14,m2,0.800099,s_fed,0.3,effectiveness_dauer_prod,0.0621276293521405
15,m2,0.990099,s_fed,0.4,effectiveness_dauer_prod,0.03936832388005387
16,m2,0.950099,s_fed,0.4,effectiveness_dauer_prod,0.04350974501773033
17,m2,0.900099,s_fed,0.4,effectiveness_dauer_prod,0.048432486565145386
18,m2,0.8500989999999999,s_fed,0.4,effectiveness_dauer_prod,0.05565567055572297
19,m2,0.800099,s_fed,0.4,effectiveness_dauer_prod,0.06427295483273462
20,m2,0.990099,s_fed,0.5,effectiveness_dauer_prod,0.038219996159643485
21,m2,0.950099,s_fed,0.5,effectiveness_dauer_prod,0.04382099789230785
22,m2,0.900099,s_fed,0.5,effectiveness_dauer_prod,0.05035253152421629
23,m2,0.8500989999999999,s_fed,0.5,effectiveness_dauer_prod,0.05724674806868393
24,m2,0.800099,s_fed,0.5,effectiveness_dauer_prod,0.0691026909742365
25,m2,0.990099,s_fed,0.6,effectiveness_dauer_prod,0.039389999527199494
26,m2,0.950099,s_fed,0.6,effectiveness_dauer_prod,0.04411722723478684
27,m2,0.900099,s_fed,0.6,effectiveness_dauer_prod,0.05099367218767491
28,m2,0.8500989999999999,s_fed,0.6,effectiveness_dauer_prod,0.05842213907225681
29,m2,0.800099,s_fed,0.6,effectiveness_dauer_prod,0.06770955726269977
30,m2,0.990099,s_fed,0.7,effectiveness_dauer_prod,0.039730606211160924
31,m2,0.950099,s_fed,0.7,effectiveness_dauer_prod,0.04321054313524318
32,m2,0.900099,s_fed,0.7,effectiveness_dauer_prod,0.05496272678243339
33,m2,0.8500989999999999,s_fed,0.7,effectiveness_dauer_prod,0.0610279984268102
34,m2,0.800099,s_fed,0.7,effectiveness_dauer_prod,0.07611722562353082
35,m2,0.990099,s_fed,0.8,effectiveness_dauer_prod,0.041421642024880495
36,m2,0.950099,s_fed,0.8,effectiveness_dauer_prod,0.04550107695419744
37,m2,0.900099,s_fed,0.8,effectiveness_dauer_prod,0.05563875803404032
38,m2,0.8500989999999999,s_fed,0.8,effectiveness_dauer_prod,0.06432530535502061
39,m2,0.800099,s_fed,0.8,effectiveness_dauer_prod,0.07916882933613342
40,m2,0.990099,s_fed,0.9,effectiveness_dauer_prod,0.04329505196842875
41,m2,0.950099,s_fed,0.9,effectiveness_dauer_prod,0.04852255137121202
42,m2,0.900099,s_fed,0.9,effectiveness_dauer_prod,0.058582978178595986
43,m2,0.8500989999999999,s_fed,0.9,effectiveness_dauer_prod,0.06992875626350467
44,m2,0.800099,s_fed,0.9,effectiveness_dauer_prod,0.0826173803820822
