,a,b,c,d,e,f
0,m2,0.990099,s_fed,0.1,effectiveness_dauer_prod,0.1502998836011118
1,m2,0.950099,s_fed,0.1,effectiveness_dauer_prod,0.1488623631922295
2,m2,0.900099,s_fed,0.1,effectiveness_dauer_prod,0.1464024834340174
3,m2,0.8500989999999999,s_fed,0.1,effectiveness_dauer_prod,0.1437953431872736
4,m2,0.800099,s_fed,0.1,effectiveness_dauer_prod,0.14145609046787266
5,m2,0.990099,s_fed,0.2,effectiveness_dauer_prod,0.16040569457887607
6,m2,0.950099,s_fed,0.2,effectiveness_dauer_prod,0.15788531563658473
7,m2,0.900099,s_fed,0.2,effectiveness_dauer_prod,0.1557386511652479
8,m2,0.8500989999999999,s_fed,0.2,effectiveness_dauer_prod,0.15313446029151734
9,m2,0.800099,s_fed,0.2,effectiveness_dauer_prod,0.14887042244981122
10,m2,0.990099,s_fed,0.3,effectiveness_dauer_prod,0.16304574991439383
11,m2,0.950099,s_fed,0.3,effectiveness_dauer_prod,0.159562296507875
12,m2,0.900099,s_fed,0.3,effectiveness_dauer_prod,0.158298619048306
13,m2,0.8500989999999999,s_fed,0.3,effectiveness_dauer_prod,0.15438148579268726
14,m2,0.800099,s_fed,0.3,effectiveness_dauer_prod,0.1508919229838658
15,m2,0.990099,s_fed,0.4,effectiveness_dauer_prod,0.1655284179168095
16,m2,0.950099,s_fed,0.4,effectiveness_dauer_prod,0.16114096023134508
17,m2,0.900099,s_fed,0.4,effectiveness_dauer_prod,0.1578806107862106
18,m2,0.8500989999999999,s_fed,0.4,effectiveness_dauer_prod,0.15624190760069104
19,m2,0.800099,s_fed,0.4,effectiveness_dauer_prod,0.15106401444327874
20,m2,0.990099,s_fed,0.5,effectiveness_dauer_prod,0.16591578914816232
21,m2,0.950099,s_fed,0.5,effectiveness_dauer_prod,0.16219496548466975
22,m2,0.900099,s_fed,0.5,effectiveness_dauer_prod,0.15947922143560936
23,m2,0.8500989999999999,s_fed,0.5,effectiveness_dauer_prod,0.15539528106875236
24,m2,0.800099,s_fed,0.5,effectiveness_dauer_prod,0.15085725181194234
25,m2,0.990099,s_fed,0.6,effectiveness_dauer_prod,0.16612637251727297
26,m2,0.950099,s_fed,0.6,effectiveness_dauer_prod,0.1625362664339324
27,m2,0.900099,s_fed,0.6,effectiveness_dauer_prod,0.15955220050254865
28,m2,0.8500989999999999,s_fed,0.6,effectiveness_dauer_prod,0.15617316886138347
29,m2,0.800099,s_fed,0.6,effectiveness_dauer_prod,0.15102141825999438
30,m2,0.990099,s_fed,0.7,effectiveness_dauer_prod,0.16583581035595868
31,m2,0.950099,s_fed,0.7,effectiveness_dauer_prod,0.16258955070304454
32,m2,0.900099,s_fed,0.7,effectiveness_dauer_prod,0.15929392152774377
33,m2,0.8500989999999999,s_fed,0.7,effectiveness_dauer_prod,0.15716069472662514
34,m2,0.800099,s_fed,0.7,effectiveness_dauer_prod,0.1520153147749103
35,m2,0.990099,s_fed,0.8,effectiveness_dauer_prod,0.1663610361002644
36,m2,0.950099,s_fed,0.8,effectiveness_dauer_prod,0.16304852806424638
37,m2,0.900099,s_fed,0.8,effectiveness_dauer_prod,0.15990077943941264
38,m2,0.8500989999999999,s_fed,0.8,effectiveness_dauer_prod,0.15671359078249528
39,m2,0.800099,s_fed,0.8,effectiveness_dauer_prod,0.15250984772346596
40,m2,0.990099,s_fed,0.9,effectiveness_dauer_prod,0.1671591328530967
41,m2,0.950099,s_fed,0.9,effectiveness_dauer_prod,0.16211752212772584
42,m2,0.900099,s_fed,0.9,effectiveness_dauer_prod,0.15989036871281914
43,m2,0.8500989999999999,s_fed,0.9,effectiveness_dauer_prod,0.15740342587596026
44,m2,0.800099,s_fed,0.9,effectiveness_dauer_prod,0.15201142048091568
