,a,b,c,d,e,f
0,m2,0.990099,s_fed,0.1,effectiveness_dauer_prod,0.1344758570859197
1,m2,0.950099,s_fed,0.1,effectiveness_dauer_prod,0.13605643966415684
2,m2,0.900099,s_fed,0.1,effectiveness_dauer_prod,0.1398923214584747
3,m2,0.8500989999999999,s_fed,0.1,effectiveness_dauer_prod,0.14193380057373825
4,m2,0.800099,s_fed,0.1,effectiveness_dauer_prod,0.14276468463782155
5,m2,0.990099,s_fed,0.2,effectiveness_dauer_prod,0.1433830685642965
6,m2,0.950099,s_fed,0.2,effectiveness_dauer_prod,0.14510650460554572
7,m2,0.900099,s_fed,0.2,effectiveness_dauer_prod,0.14808240771028838
8,m2,0.8500989999999999,s_fed,0.2,effectiveness_dauer_prod,0.14989732725711666
9,m2,0.800099,s_fed,0.2,effectiveness_dauer_prod,0.1500405417873931
10,m2,0.990099,s_fed,0.3,effectiveness_dauer_prod,0.14566079970865073
11,m2,0.950099,s_fed,0.3,effectiveness_dauer_prod,0.14679947046435807
12,m2,0.900099,s_fed,0.3,effectiveness_dauer_prod,0.14921327406702872
13,m2,0.8500989999999999,s_fed,0.3,effectiveness_dauer_prod,0.1507512654795494
14,m2,0.800099,s_fed,0.3,effectiveness_dauer_prod,0.15192320743236637
15,m2,0.990099,s_fed,0.4,effectiveness_dauer_prod,0.14762256613472924
16,m2,0.950099,s_fed,0.4,effectiveness_dauer_prod,0.14850942065313133
17,m2,0.900099,s_fed,0.4,effectiveness_dauer_prod,0.15083976411401054
18,m2,0.8500989999999999,s_fed,0.4,effectiveness_dauer_prod,0.15283181055041284
19,m2,0.800099,s_fed,0.4,effectiveness_dauer_prod,0.15346304106210454
20,m2,0.990099,s_fed,0.5,effectiveness_dauer_prod,0.1480455753135261
21,m2,0.950099,s_fed,0.5,effectiveness_dauer_prod,0.14926747144354757
22,m2,0.900099,s_fed,0.5,effectiveness_dauer_prod,0.1520985283450774
23,m2,0.8500989999999999,s_fed,0.5,effectiveness_dauer_prod,0.15352465338141444
24,m2,0.800099,s_fed,0.5,effectiveness_dauer_prod,0.15380029106998694
25,m2,0.990099,s_fed,0.6,effectiveness_dauer_prod,0.14924606751360375
26,m2,0.950099,s_fed,0.6,effectiveness_dauer_prod,0.1502139516792985
27,m2,0.900099,s_fed,0.6,effectiveness_dauer_prod,0.15306692051228118
28,m2,0.8500989999999999,s_fed,0.6,effectiveness_dauer_prod,0.1546243126862739
29,m2,0.800099,s_fed,0.6,effectiveness_dauer_prod,0.15423118319978732
30,m2,0.990099,s_fed,0.7,effectiveness_dauer_prod,0.14997020415726234
31,m2,0.950099,s_fed,0.7,effectiveness_dauer_prod,0.15170561963423138
32,m2,0.900099,s_fed,0.7,effectiveness_dauer_prod,0.15337257246495337
33,m2,0.8500989999999999,s_fed,0.7,effectiveness_dauer_prod,0.15480398718567534
34,m2,0.800099,s_fed,0.7,effectiveness_dauer_prod,0.15478682061787138
35,m2,0.990099,s_fed,0.8,effectiveness_dauer_prod,0.15092502667304794
36,m2,0.950099,s_fed,0.8,effectiveness_dauer_prod,0.15196777373217718
37,m2,0.900099,s_fed,0.8,effectiveness_dauer_prod,0.15436652403322212
38,m2,0.8500989999999999,s_fed,0.8,effectiveness_dauer_prod,0.1557660368070447
39,m2,0.800099,s_fed,0.8,effectiveness_dauer_prod,0.15636089855317517
40,m2,0.990099,s_fed,0.9,effectiveness_dauer_prod,0.15279014400227608
41,m2,0.950099,s_fed,0.9,effectiveness_dauer_prod,0.15410626329772623
42,m2,0.900099,s_fed,0.9,effectiveness_dauer_prod,0.15530630192234848
43,m2,0.8500989999999999,s_fed,0.9,effectiveness_dauer_prod,0.15618362782210837
44,m2,0.800099,s_fed,0.9,effectiveness_dauer_prod,0.15681332708321738
